	distance	height	weight	role	hot	age	description	name	mate	online_state
1707	3.52	170	65	0	23	19	单身久了好像就觉得自己再也不会找到喜欢自己的人 孤单的时候又会想要有一个人可以陪着 总是听说总会遇见一个爱你的人 可是我想现在就遇见啊 为什么不是你                                             (不约不见面 THX)	竜孞	2	1
1708	3.52	165	55	-1	117	25		迷芒luoyuming	2	2
1709	3.52	172	55	0	7	21	天下皆受唯我独攻😈	恶魔正太		1
1710	3.52	173	60	0.5	1	20	好奇怪，风都不理我	lh武鸣	1	2
1711	3.53	178	70	0.5	156	20	-	咸鱼7		1
1712	3.53	175	65	-1	332	21	"
我不会打着找真爱的幌子约炮
也更不会在约炮中找真爱
在爱的路上，最大的过错是错过"	Confused201314	2	1
1713	3.53	179	69	-1	47	21	所爱隔山海，山海不可平。	loser哈拉	1	1
1714	3.53	178	63	1	55	20	说不定我一生涓滴意念，能侥幸汇成河，然后我俩各自一端望着大河弯弯。	今已亭亭如盖		1
1715	3.54	173	62	-1	2	22	想怎样就直说	funnnnnnny		1
1716	3.54	170	52	-1	8	21		USERRqmdJ3d	1	0
1717	3.54	165	57	0.5	10	28		可乐白		0
1718	3.54	173	78	1	57	28	已有男朋友，我很爱他。	MISSYOU14	1	2
1719	3.54	161	51	0.5	2	17	无聊想聊天	南陽先杨	1	1
1720	3.54	171	60	0.5	70	22		是承	1	2
1721	3.54	178	60	0.5	14	22	人丑无比，做好准备在要照片。	hhqq145	1	1
1722	3.54	177	60	0.5	81	21	准确说应该是0.99   无照假照均不回复	Lucassme		1
1723	3.55	173	68	1	113	26		迷失的贝里	1	1
1724	3.55	181	65	-1	50	19	是什么让我遇见这样的你	leisure丶	2	2
1725	3.55	165	49	-1	28	20	子曾经约过…	Kashiyuka	1	1
1726	3.55	173	57	-1	826	21	喜欢高个子🌚	你们这群藻类	1	1
1727	3.55	184	65	1	17	18		小事敲门大事挖坟	1	0
1728	3.55	182	65	1	12	17		香辣爆米花	1	1
1729	3.55	184	66	1	80	18		不要访问我	2	0
1730	3.55	183	75	0	64	20	真的丑，胖	俊俊俊1112	4	1
1731	3.56	180	92	0.5	7	21		恋情不满三个月的魔咒	1	2
1732	3.56	174	61	0.5	13	20	"""任何一种环境或一个人，初次见面就预感到离别的隐痛时，你必定是爱上他了。"""	何其有辜		2
1733	3.56	175	60	0	10	22		蓝男小受		2
1734	3.56	165	46	-1	62	21	boring	慦痞	1	1
1735	3.56	173	64	-1	20	19	心之所向，一如既往	DeathLeaf	2	1
1736	3.56	170	67	0	25	19	路遥知马力	灵活白勺胖子	2	2
1737	3.56	170	53	0.5	9	20		我真的好开心的	1	2
1738	3.56	173	60	0	128	20	大二狗。。。🙈	呜呜呜空空	2	2
1739	3.56	170	50	1	24	22		三秒男丶小攻	1	1
1740	3.56	170	65	0.5	0	22		幕希9963		1
1741	3.56	163	50	-1	21	18		满天星2	1	1
1742	3.56	179	63	0	18	18		就这样仅此而已	1	1
1743	3.56	170	54	0	38	24		晓风残月照孤影	2	2
1744	3.57	178	72	-1	19	19	"          快来撩走我这条单身狗 😑最好是肌肉男
          健身，学习中"	Jun末浩	2	1
1745	3.57	167	52	0.5	225	24	心灵的宁静	为爱坚守2016	3	1
1746	3.57	175	70	0.5	27	30		随缘119		1
1747	3.57	170	51	0	2	20	Hello , Heartache . Goodbye my friend	七月不濯腊梅池	2	1
1748	3.57	167	50	1	147	28		鬼火冒	2	1
1749	3.57	173	55	0	111	23	艾欧尼亚？	优乐美美	1	1
1750	3.57	176	56	0.5	13	21	不约 	Harrison1995	1	1
1751	3.57	183	74	-1	2	19	拥有一座农场，开联合收割机，买一把猎枪，我想有个家庭，然后慢慢变老。	平山	4	1
1752	3.57	170	56	0	37	23		咯偶	1	1
1753	3.57	173	57	-1	29	21		目前就这样	2	1
1754	3.57	176	66	-1	255	27	天气转凉，给我暖被窝的你在哪里，求合租，求同床共枕。	小头大肿	2	1
1755	3.57	171	58	-1	28	21		莲藕薰衣草	1	1
1756	3.57	170	63	0.5	6	21	👨🐻大叔熊勿扰。真心交友。	nmnmncc	1	1
1757	3.57	181	75	1	57	21	"我单身，可以来加我好友，年龄比我大3岁以上的就不要加我了！谢谢
希望大家能成为换朋友，我善于交友！
微信号：lj52052114
扣扣号：2090046789"	爱说话的祢	1	1
1758	3.58	176	61	-1	16	19	放纵不羁爱自由	Djbnnmm	1	1
1759	3.58	172	56	0	96	20		Desdemona-	2	1
1760	3.58	173	68	1	31	19	I know I can treat you better,better than he can❤	WorkthisOut	2	1
1761	3.58	172	62	1	63	22	打招呼请说你好，不要发表情，我不知道怎么回你	求经不懂	1	1
1762	3.58	177	69	1	86	30	男人	谁说的谁知道		1
1763	3.58	166	50	0.5	145	24	真实，平淡	业绩i	2	1
1764	3.58	175	72	0.5	6	20		栏爱		1
1765	3.58	137	44	0.5	8	45	不用看，看了也看不出什么，主动发你照片是出于礼貌	游客一枚	1	1
1766	3.58	180	64	1	225	22	"不好意思 又脱单了 不约不约不约！

ps:申请主播标志只是觉得好看…没有直播 谢谢"	何必太认真对吧	1	1
1767	3.58	168	64	0.5	0	17		Monarch丿	1	0
1768	3.58	175	80	0.5	34	24	作为一枚胖子，我很开心！	bard1122	1	1
1769	3.58	171	53	1	16	25	no no no no no	Annno	2	0
1770	3.59	177	62	0	85	27		Dnale	2	0
1771	3.59	170	80	0.5	80	21	一个人来来去去。	iZaynZeal	4	1
1772	3.59	173	70	0	68	25	找真心 随便看看 合适来点儿刺激 直说	沃尔夫	1	2
1773	3.59	175	77	0.5	97	31	花开，若相依！花落，莫相离！	难愁绪	1	2
1774	3.59	168	56	-1	168	27	我相信爱情	an等不到的爱	2	1
1775	3.59	174	60	-1	68	24	无照勿扰	Vizer	2	0
1776	3.59	170	62	0	17	20	设计爱好者，希望可以遇到有趣的朋友。娘c.low 离我远	沙里艾巴	1	1
1777	3.59	178	69	0.5	16	19	"We are all in the gutter, but some of us are looking at the stars. 

约炮为目的的打招呼麻烦走开
交朋友就好
不找男朋友
学生
没有做什么工作
不要老是问我在哪里
很烦
谢谢。"	-Try-	4	1
1778	3.59	184	60	0.5	14	19	已有对象，勾搭需谨慎	你是不是想挨揍	1	1
1779	3.59	172	63	-1	95	21	不需要	没有开水可以喝		1
1780	3.59	182	78	0.5	11	21	"大叔勿扰！

"	肉松大大	3	1
1781	3.59	186	73	1	27	70	"少一点套路，多一些真诚。
不是不发照片 不发动态 是因为我发现好多女生也都在玩blued 吓得我一脸懵逼 
资料都是假的！都是假的！都是假的！
不太上也许只是后台 想了解可以微信加"	一个叫丑逼的boy		1
1782	3.59	173	59	0	3	20	被过往消磨得再也提不起对人的那份热情	StrangerPl	2	1
1783	3.6	175	70	0.5	13	20	我真的就看看，别问我约不约了	何小井	2	2
1784	3.6	178	69	1	13	19	随便看看而已	伽忆	2	1
1785	3.6	176	55	-1	212	18	我有故人抱剑去，斩尽春风未肯归。	耻骨_	1	1
1786	3.6	175	70	-1	461	32	👨👨啪啪啪啪啪	凡之云	1	1
1787	3.6	173	56	0	24	18		little.L	2	1
1788	3.6	175	65	0.5	388	27	我是肌肉壮公0，人好活好性格好，希望你也是。希望找个器大活好的糙爷们吧。真实17以上粗壮加分，半小时以上加分，正装性感加分，健壮加分，性格温和闷骚加分，会体贴照顾人加分！	肌壮正装轻熟男	1	1
1789	3.6	176	63	-1	31	20	不约	slyve	1	2
1790	3.6	170	55	0.5	26	21	不约，只想有一个陪伴	追-忆-	2	1
1791	3.6	173	69	0	189	25	"好想遇到一个人 我们互相看得顺眼 你够强大 够爱我 不乱来 我们有点共同语言 或许就可以一辈子在一起了。现在爸妈都开始怀疑我了 希望有个人 可以和我一起去面对 有兴趣的 希望你用大号加我微信 langlyrics 
我虽然是0 不过独立自主不娇作 西南财大毕业 有工作 我不靠你 不过是个吃货 所以肉肉的 如果你介意 我可以为了你减肥 喜欢唱歌 跳舞 旅游 LOL 圈内认识人不多 不混圈 不去酒吧 不约炮 希望你能主动点 文艺点 我真的害羞=_= 
我诚心找bf 真诚的来好吗^_^ 我也交朋友 ！"	柠七	1	2
1792	3.6	180	59	-1	266	20	这个人是一只哈士奇	2356971	1	0
1793	3.6	178	60	0	13	18		齐龙龙龙		2
1794	3.6	170	77	0	268	19	       我适合单身😊	江萊	1	1
1795	3.6	185	81	0.5	235	25	写一封给自己的情书	一回忆一	2	1
1796	3.6	170	49	0	159	17	I am a good sucker.All I need is your big cock.	筠式	1	2
1797	3.61	120	67	1	416	21	屌丝一个 麻烦那些自己没照片 一来还问我要照片 问尺寸的 还有姐姐们真的不要打招呼了	Sssssbbbbbb		1
1798	3.61	177	60	0.5	1262	21	      头像是本人	戎草		1
1799	3.61	183	64	0.5	193	20	先关注后聊天，小仙女什么的都别来。	半情人节		2
1800	3.61	181	65	0.5	86	21		Armandy		1
1801	3.61	176	60	0	30	20	cvb	都能获得过	2	1
1802	3.61	174	52	-1	35	18	聊天不要忘了爆照  😱💩👎…  上blued没多久👉so. please           关注我      😁                                                               关注我      😘         不是很主动和别人搭讪  	54丑人	2	0
1803	3.61	180	63	-1	187	18	"天色正好，你要来一杯茶吗？
你似乎应该清心 
寡欲随性
——————
不运动不游戏不电影不动漫
Thx"	Lazyung	1	1
1804	3.61	178	59	0.5	72	17	为尔惜流光	Russian-Roulette	1	1
1805	3.61	180	75	1	9	22	如果你是帅哥，请你来找我。	换线者	1	2
1806	3.61	174	59	0	15	19		你闭嘴	1	0
1807	3.61	174	80	0.5	4	19	人丑。。。	breakdown1111	1	2
1808	3.61	170	53	-1	206	20	有毒	那个人999	2	1
1809	3.61	184	67	1	13	21		爱941218		1
1810	3.61	175	60	-1	5	20		白痴与傻子	1	1
1811	3.61	182	71	-1	78	21	有你足矣	ylnswzxlzdxy	4	2
1812	3.62	177	58	-1	19	22	"油畫家🎗Oil Painter
重要的事情說叁遍：不約.我衹是路過的藝術家.不重要之事不囬複.勿扰."	ZYL-O	1	1
1813	3.62	178	55	-1	46	20	只想好好谈朋友   喜欢听欧美歌日婆，水果，嘎嘎！喜欢看美剧和八卦！喜欢宠物，狗狗，猫，鱼，爬宠！有一样我们来聊聊，白袜控但是不sm！	fudeihen	1	1
1814	3.62	168	65	1	6	44		江南水乡杭白菊		1
1815	3.62	161	42	-1	49	17	"表示只会和玩
                        ‘电脑’
           的  男朋友 相处  ！！
                                             (如果你不玩那么就别找我)
                                              👆👆👆👆👆👆👆👆👆
                              👉😛👈

                                 "	N你i	1	1
1816	3.62	171	46	-1	31	19	"喜欢我，                            [爱你]😘                求  
                             能                                            個
                             不        😘😘😘😘😘       關 注
                             能
关注我。"	W我i	3	0
1817	3.62	177	58	0	88	18		Leo笙	2	1
1818	3.62	168	60	0.5	26	29		看看见啦		1
1819	3.62	171	50	0.5	75	19	来了敢兴趣可以关注宝宝，谢谢	人家是男孩子	2	1
1820	3.62	173	60	1	135	81	，	如常所愿	0	1
1821	3.62	175	58	0	5	24	见，或者不见	So_Next	1	1
1822	3.62	175	70	1	65	19	yo	mangomai	2	0
1823	3.62	178	63	0	73	23	!	罗子行	1	2
1824	3.62	177	60	0.5	275	20	真心找朋友中	風夢	1	1
1825	3.62	178	65	-1	254	21	"Only boyfriend
Only friend"	Yoooohooooooooooo	1	1
1826	3.63	170	58	-1	32	32	……	方舟1234	1	1
1827	3.63	120	176	-1	121	18	  🌝🌝🌝	Toofartocompany	2	1
1828	3.63	180	75	-1	0	19	。	hookersv		1
1829	3.63	170	58	-1	78	32		我们都是gudu的	1	0
1830	3.63	175	67	0	41	21	嘿	喝豆浆的小该	2	1
1831	3.63	175	64	-1	184	19		allenbrown	1	1
1832	3.63	172	75	0.5	101	18	从来不妄想未来，能好好过一天是一天，珍惜每一天明天都是未来	人必得失	2	1
1833	3.63	184	70	0.5	31	20	"       

        A fresh poison each week"	Binarytam		2
1834	3.63	172	63	-1	49	25	找个男朋友可好	心1991		1
1835	3.63	160	55	-1	3	20	我很丑我也不温柔	别对我说永远永远永远	2	0
1836	3.63	174	68	0.5	51	21		偶尔泥	1	1
1837	3.64	165	57	-1	47	18	锦城帅哥太多  我怂  不敢搭讪(๑• . •๑)……	小鱼er	2	1
1838	3.64	170	55	-1	3	22		barry-恒	1	1
1839	3.64	120	30	1	271	17	只想找个男朋友	唔唸	1	1
1840	3.64	170	52	-1	48	19	我打游戏从来就只是那几个英雄，不会腻，就像我喜欢你。	going-wrong	2	1
1841	3.64	171	56	0	11	22	"约炮绕道 
找个爱你的人不容易   为何不去珍惜"	Fomular	1	1
1842	3.64	175	56	-1	72	22	哦	取个名特别难好吧	2	0
1843	3.64	170	50	1	32	19	不约，不约	聚了又散	2	0
1844	3.64	167	55	0	277	21	其实就是看感觉🙊	Ammae	2	1
1845	3.65	120	30	-1	0	20		好土啦啦啦啦		0
1846	3.65	172	60	1	236	24	我应该没有弯彻底，我的梦想是希望直回来。一个值得我去思索和讨论的话题：你会结婚吗？	直男躺浑水	2	1
1847	3.65	174	62	0	2	20	人丑不发照，要照片和颜控请绕道	今生浮沉5		0
1848	3.65	170	54	-1	56	23	喜欢打野招呼，	名字没法取		1
1849	3.65	180	63	-1	246	19	原の味	youRjuicy	1	1
1850	3.65	177	62	0	80	19	是要一点胆量	xYx	1	1
1851	3.65	175	62	-1	67	22	～	Iridescent-Z		2
1852	3.65	175	59	1	67	22	爱上沧州，爱上泊头，爱上某某某	善良的晓阳哥	1	0
1853	3.65	176	75	1	129	33		禅念135		0
1854	3.65	173	81	1	61	28	胖子一个，不毒不溜，喜欢猴子抱在怀里小小的感觉，外协，其他没什么了，真诚交友。要看照片的自己先发。	一只流浪小熊	1	1
1855	3.65	170	55	0.5	9	20	whatever	Hugowill	1	1
1856	3.65	180	85	0.5	33	19	聊天先来张照片吧   还有   不约😔	苦橙丶	2	1
1857	3.66	170	51	-1	37	22	软件已卸	feaded	1	2
1858	3.66	180	65	-1	76	21		你知道我也知道	1	0
1859	3.66	170	55	0.5	6	18	不高冷也绝不庸俗	破冰iiiiioi		1
1860	3.66	175	64	0	265	20	   🌞	你今天很好看	1	1
1861	3.66	170	70	0.5	199	43	人生，总是无语，笑的时候，不一定是开心，也许是一种无奈，哭的时候，不一定是痛苦，也许是一种释放自己！有时候…（本人自拍，MB勿扰）	吾微胖大叔	1	1
1862	3.66	175	62	-1	107	20	.	爱吃豆包的boy	2	1
1863	3.66	175	63	-1	5	18		b蜀黍d	1	1
1864	3.66	170	56	1	127	19	钻石💎永恒久，Life only has a diamond! Cherish the protection of good	停Diamon	4	1
1865	3.66	180	65	1	90	20		仧鲞	1	1
1866	3.66	176	62	-1	5	19	约炮界的耻辱	BeyiolTsui	1	1
1867	3.67	168	55	1	232	20		撕心裂肺悲痛欲绝	1	2
1868	3.67	170	60	-1	0	21		trevelman		0
1869	3.67	175	65	0.5	474	27	信用卡套现。喜欢个子高的。本人有成都SM嗨嗨群。欢迎加入	你是我前男友	2	1
1870	3.67	170	50	0.5	85	18	丑的不要来  不接受大叔  只欢迎18到28之间   胖的靠边  娘的绕道  是①和0.5最好  从没约过 也不喜欢约  只想约的靠边站  纯0的可以交朋友  但不能谈感情	活出个性	1	2
1871	3.67	174	58	-1	187	21	随缘即可 不必孽缘 发照必回	Mourned		1
1872	3.67	175	60	-1	71	21		DIOLG	1	1
1873	3.67	170	52	-1	178	32	芝麻开门	最后的擦肩而过		1
1874	3.67	170	53	0	1366	19	没什么好说的	我可是有故事的人	1	1
1875	3.67	175	58	-1	43	72	什么都喜欢 什么都会	我亲爱的icon	2	1
1876	3.67	171	58	-1	5	18	"            
            原谅捧花的我盛装出席只为错过你
            原谅捧花的我盛装出席却只为献礼
"	告白日记i	1	2
1877	3.67	220	30	-1	97	80	再也不需要你的任何承诺。   头像不是本人哈。   不做1或0，只交天下真诚的朋友，看清楚了 ，一来就要照片，问约不约做不做之类的，就请别发信息了，免得浪费时间。没耐心说话的麻烦请滚远点去	你的承诺我不需要	1	1
1878	3.67	171	58	0.5	73	19	"黎耀辉说：
一直以来，我都以为我跟何宝荣不一样！现在我才发现，原来人在寂寞的时候，大都是一样的！"	终究遇上你	4	1
1879	3.68	182	72	-1	49	20	       不丑不帅	Llll蓝波		1
1880	3.68	170	60	0	22	18	"主动不来 
"	老江你好嘢	2	1
1881	3.68	180	80	-1	40	30		飞飞飞灰机的飞	1	1
1882	3.68	175	60	1	14	20		嫑一嘦	1	2
1883	3.68	170	55	-1	887	20	不高冷但也不主动	Kibum-	2	1
1884	3.68	176	64	1	8	21		徐志摩的歌		0
1885	3.68	186	65	-1	357	21	从未跟你饮过冰，零度天气看风景	LoweryLiu	1	1
1886	3.68	120	30	1	7	20	拒回	Ranko_7		1
1887	3.68	177	63	1	167	22	瑟	谮么取		1
1888	3.69	183	60	1	4	20	那爱绝不能不见光	绿树阴霾		2
1889	3.69	176	56	1	246	21	"         hi
       不约 
     在家里
   在看电视  
 攻 勿扰"	kkingc	1	1
1890	3.69	169	48	-1	78	22	"叔叔 我们不约─=≡Σ((( つ•̀ω•́)つ
你怎么知道我的资料是不是乱写的厚"	灵魂共鸣		2
1891	3.69	168	55	0.5	85	42		寂寞的驼鸟	2	1
1892	3.69	173	62	0.5	66	18	"   你可以没认证，但是别发闪照,ok?
   一闪就过去了，我眼睛不好，放过我٩( 'ω' )و 
The Important is 脸都不敢给人看，也没什么好说的。"	UncleChris	2	0
1893	3.69	170	56	0	261	22	不要上来就要照片，跟别人要你怎么不先给，不属于帅的那一类就不要和我说互看照片，偏好篮球男	宋民国是我		1
1894	3.69	178	70	-1	23	18	"首先看清楚：我！不！约！ 谢谢！不！约！
其次：我不信什么所谓的一见钟情💘
YAng：爱对了是爱情，爱错了是青春
YAng：如果他是火，那我就是那只不计后果的愚蠢的飞蛾"	自干五	2	1
1895	3.69	176	66	0.5	212	27	肌肉健壮短发黝黑公0，希望你是一个阳刚肉壮硕大持久一，有小点正装控。	爱欲火		1
1896	3.69	165	53	0	1	21		苏童su		1
1897	3.69	170	60	0	144	19	不约炮了，望你25+不要结婚，稳定点	作品37bis	1	1
1898	3.7	165	49	0	1	21	有没有符合条件愿意相互认识的啊，有的扣我呀，不过感觉真难找☺☺	南巷清风北巷浊酒	2	0
1899	3.7	170	55	0.5	322	21	喜欢爷们儿成熟的熊🐻	爱胖熊的瘦猴	1	1
1900	3.7	175	70	-1	236	20	有对象，不约，丑逼一个，不好意思照片。	深蓝52赫兹		1
1901	3.7	170	64	-1	19	42		资深恋老	1	1
1902	3.7	170	55	0.5	198	21	"思想&经济  独立
好男人+潜力股
拒绝无意义闲聊
只结交优质的人

比赛永动机
奖学金收割机
户外旅行终端机
"	Urhentai	1	1
1903	3.7	167	67	0	42	21	做做好朋友不行吗，偏要乱约。。	稻草人的爱	1	1
1904	3.7	172	62	1	107	22		操蛋小王子	1	1
1905	3.7	178	65	0.5	5	20		llous		0
1906	3.71	172	58	1	48	20		Jxl-123	1	1
1907	3.71	170	65	1	22	65		帅哥爱帅老	1	0
1908	3.71	165	65	0.5	633	62	犀浦下街华胜广场小区，201号大门进来左边二栋二单元	犀浦下街同乐茶馆	1	1
1909	3.71	170	65	1	35	32	这个圈子难道就没有真心嘛      期待这个平台有真心找朋友一起生活过日子的	唯一的答案	1	1
1910	3.71	178	65	0.5	92	21	"🙃 
素质"	boipoi	2	0
1911	3.71	170	60	-1	40	20	Yue吗？	Track丶	1	1
1912	3.71	165	60	0.5	52	20		DDDD蹦蹦蹦	2	1
1913	3.71	175	57	0.5	50	26	"
Only The Paranoid Survive"	執行官Executive	1	1
1914	3.71	168	50	0	83	20	"别上来就说约不约，好吧(∩_∩)我皮肤不好，身高不高，喜欢打羽毛球，很高冷！熊🐻不要打招呼啦！18以下和25以上的就不想聊了（做朋友）。聊天请自动爆照，无照不回（有照也不一定回哦）微博森森_HoNeil
QQ:544317516 "	森森HoNeil	2	1
1915	3.71	174	59	0.5	256	18		也罢体会我发现拒人千	1	0
